# Time (s), Altitude AGL (m), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), Speed - Velocity Magnitude (m/s), Attitude Angle (°), Path Angle (°), Angle of Attack (°)
6.705795,823.199682,-38.897764,124.659335,2294.665760,-13.629855,44.231418,243.912377,248.264857,78.240381,79.255532,0.004867
6.718032,826.187088,-39.064731,125.201274,2297.653166,-13.658405,44.340669,244.335797,248.701887,78.232400,79.248183,0.001675
6.730269,829.179675,-39.232047,125.744550,2300.645753,-13.686974,44.449958,244.759046,249.138762,78.224426,79.240844,0.000000
6.742506,832.177440,-39.399712,126.289164,2303.643518,-13.715561,44.559284,245.182127,249.575483,78.216453,79.233513,0.000000
6.761056,836.731514,-39.654538,127.117276,2308.197592,-13.758923,44.725081,245.823135,250.237197,78.204363,79.222417,-0.000000
6.779606,841.297475,-39.910169,127.948465,2312.763553,-13.802312,44.890970,246.463752,250.898553,78.192282,79.211342,0.012180
6.798156,845.875316,-40.166604,128.782732,2317.341394,-13.845723,45.056952,247.103971,251.559547,78.180174,79.200286,0.015506
6.816706,850.465029,-40.423845,129.620078,2321.931108,-13.889150,45.223028,247.743781,252.220166,78.168051,79.189250,0.018384
6.835256,855.066607,-40.681892,130.460507,2326.532686,-13.932594,45.389199,248.383178,252.880406,78.155914,79.178232,0.020077
6.853806,859.680042,-40.940744,131.304018,2331.146120,-13.976055,45.555466,249.022161,253.540268,78.143775,79.167232,0.021967
6.875675,865.133977,-41.246938,132.302385,2336.600055,-14.027321,45.751600,249.774936,254.317701,78.129483,79.154287,0.026345
6.897543,870.604369,-41.554253,133.305043,2342.070447,-14.078630,45.947878,250.527209,255.094684,78.115217,79.141367,0.030085
6.919411,876.091205,-41.862691,134.311995,2347.557284,-14.129990,46.144294,251.278972,255.871206,78.100990,79.128471,0.033584
6.941280,881.594476,-42.172253,135.323243,2353.060555,-14.181408,46.340838,252.030207,256.647250,78.086806,79.115600,0.036823
6.963148,887.114169,-42.482939,136.338790,2358.580247,-14.232886,46.537494,252.780844,257.422743,78.072665,79.102753,0.039865
6.985016,892.650270,-42.794753,137.358640,2364.116349,-14.284423,46.734253,253.530860,258.197661,78.058564,79.089933,0.042782
6.997332,895.775189,-42.970849,137.934871,2367.241268,-14.313471,46.845105,253.952968,258.633813,78.050628,79.082724,0.042792
6.998826,896.154657,-42.992237,138.004872,2367.620735,-14.316996,46.858556,254.004165,258.686715,78.049666,79.081850,0.042795
6.999125,896.230560,-42.996516,138.018874,2367.696638,-14.317702,46.861246,254.014404,258.697295,78.049474,79.081675,0.042796
6.999424,896.306466,-43.000794,138.032878,2367.772544,-14.318407,46.863936,254.024643,258.707875,78.049282,79.081500,0.042797
6.999722,896.382375,-43.005073,138.046882,2367.848453,-14.319112,46.866627,254.034882,258.718454,78.049089,79.081325,0.042798
6.999842,896.412739,-43.006784,138.052484,2367.878817,-14.319394,46.867703,254.038977,258.722686,78.049012,79.081255,0.042799
6.999961,896.443104,-43.008496,138.058086,2367.909182,-14.319676,46.868779,254.043072,258.726918,78.048935,79.081186,0.042799
7.000081,896.473469,-43.010208,138.063688,2367.939547,-14.319790,46.869215,254.044043,258.727957,78.048858,79.081128,0.042799
7.000214,896.507385,-43.012119,138.069945,2367.973463,-14.319731,46.868988,254.041637,258.725550,78.048773,79.081078,0.042800
7.000348,896.541301,-43.014031,138.076203,2368.007379,-14.319671,46.868760,254.039231,258.723143,78.048687,79.081029,0.042800
7.000481,896.575217,-43.015943,138.082460,2368.041295,-14.319612,46.868533,254.036825,258.720736,78.048601,79.080979,0.042800
7.001817,896.914355,-43.035060,138.145031,2368.380433,-14.319018,46.866260,254.012766,258.696668,78.047742,79.080480,0.042801
7.003152,897.253461,-43.054176,138.207598,2368.719539,-14.318424,46.863988,253.988710,258.672603,78.046883,79.079981,0.042802
7.004487,897.592535,-43.073292,138.270163,2369.058614,-14.317830,46.861716,253.964656,258.648540,78.046024,79.079482,0.042803
7.005822,897.931577,-43.092407,138.332725,2369.397655,-14.317237,46.859444,253.940605,258.624480,78.045165,79.078983,0.042804
7.016379,900.611398,-43.243527,138.827320,2372.077476,-14.312545,46.841491,253.750506,258.434312,78.038379,79.075034,0.042315
7.026935,903.289212,-43.394599,139.321726,2374.755290,-14.307860,46.823557,253.560559,258.244298,78.031609,79.071081,0.042803
7.037492,905.965022,-43.545621,139.815943,2377.431100,-14.303179,46.805643,253.370763,258.054437,78.024841,79.067125,0.042753
7.048049,908.638829,-43.696593,140.309971,2380.104908,-14.298503,46.787747,253.181118,257.864730,78.018075,79.063165,0.042702
7.058606,911.310635,-43.847516,140.803810,2382.776713,-14.293832,46.769870,252.991624,257.675176,78.011308,79.059201,0.042646
7.075947,915.695055,-44.095318,141.614589,2387.161133,-14.286165,46.740547,252.680685,257.364142,78.000178,79.052683,0.042572
7.093288,920.074086,-44.342988,142.424861,2391.540164,-14.278506,46.711275,252.370150,257.053519,77.989037,79.046154,0.045002
7.110629,924.447736,-44.590524,143.234626,2395.913814,-14.270856,46.682056,252.060020,256.743306,77.977846,79.039615,0.046116
7.127970,928.816011,-44.837928,144.043884,2400.282089,-14.263213,46.652892,251.750291,256.433502,77.966607,79.033065,0.047293
7.145311,933.178919,-45.085200,144.852638,2404.644997,-14.255580,46.623784,251.440963,256.124104,77.955316,79.026504,0.048105
7.162652,937.536466,-45.332339,145.660887,2409.002544,-14.247958,46.594732,251.132034,255.815113,77.943977,79.019932,0.049023
7.183706,942.819888,-45.632220,146.641527,2414.285966,-14.238720,46.559536,250.757489,255.440502,77.930169,79.011937,0.051716
7.204760,948.095431,-45.931907,147.621428,2419.561509,-14.229505,46.524424,250.383528,255.066485,77.916316,79.003924,0.054195
7.225814,953.363106,-46.231400,148.600590,2424.829184,-14.220313,46.489397,250.010147,254.693060,77.902440,78.995893,0.056672
7.246868,958.622926,-46.530700,149.579016,2430.089004,-14.211147,46.454452,249.637346,254.320226,77.888555,78.987844,0.059006
7.267923,963.874903,-46.829807,150.556707,2435.340981,-14.202005,46.419588,249.265122,253.947979,77.874676,78.979778,0.061257
7.288977,969.119050,-47.128721,151.533664,2440.585128,-14.192887,46.384803,248.893474,253.576319,77.860805,78.971695,0.063428
7.310031,974.355377,-47.427444,152.509890,2445.821455,-14.183790,46.350096,248.522399,253.205242,77.846940,78.963594,0.065521
7.331085,979.583898,-47.725976,153.485387,2451.049976,-14.174714,46.315465,248.151897,252.834746,77.833075,78.955478,0.067549
7.352139,984.804625,-48.024317,154.460154,2456.270703,-14.165657,46.280910,247.781965,252.464830,77.819192,78.947345,0.069510
7.373193,990.017569,-48.322467,155.434196,2461.483647,-14.156615,46.246431,247.412600,252.095492,77.805290,78.939196,0.071412
7.394247,995.222742,-48.620428,156.407511,2466.688820,-14.147590,46.212028,247.043802,251.726728,77.791343,78.931030,0.073255
7.415301,1000.420156,-48.918198,157.380104,2471.886234,-14.138581,46.177702,246.675566,251.358538,77.777359,78.922847,0.075045
7.435421,1005.379620,-49.202573,158.308849,2476.845698,-14.129988,46.144972,246.324201,251.007225,77.763944,78.915011,0.076335
7.455541,1010.332020,-49.486776,159.236936,2481.798098,-14.121411,46.112315,245.973346,250.656432,77.750484,78.907160,0.077658
7.475660,1015.277366,-49.770806,160.164367,2486.743444,-14.112850,46.079729,245.623000,250.306157,77.737003,78.899292,0.078925
7.495780,1020.215668,-50.054664,161.091143,2491.681747,-14.104309,46.047216,245.273160,249.956398,77.723457,78.891408,0.080173
7.515899,1025.146937,-50.338351,162.017265,2496.613015,-14.095783,46.014774,244.923825,249.607153,77.709940,78.883507,0.081400
7.536019,1030.071183,-50.621866,162.942735,2501.537261,-14.087282,45.982402,244.574993,249.258420,77.696341,78.875591,0.082597
7.550918,1033.713346,-50.831715,163.627680,2505.179424,-14.080994,45.958479,244.316986,249.000493,77.686307,78.869716,0.082657
7.565818,1037.351667,-51.041470,164.312268,2508.817745,-14.074719,45.934587,244.059254,248.742846,77.676239,78.863835,0.082960
7.580718,1040.986150,-51.251132,164.996500,2512.452228,-14.068454,45.910739,243.801794,248.485477,77.666168,78.857943,0.083184
7.595617,1044.616799,-51.460701,165.680377,2516.082877,-14.062197,45.886923,243.544609,248.228386,77.656104,78.852043,0.083427
7.610517,1048.243618,-51.670176,166.363900,2519.709696,-14.055954,45.863149,243.287695,247.971573,77.645992,78.846134,0.083658
7.625417,1051.866611,-51.879559,167.047069,2523.332689,-14.049716,45.839409,243.031054,247.715036,77.635927,78.840216,0.083898
7.637961,1054.914016,-52.055776,167.621986,2526.380095,-14.044475,45.819451,242.815185,247.499259,77.627395,78.835227,0.084058
7.650506,1057.958715,-52.231927,168.196654,2529.424793,-14.039237,45.799519,242.599508,247.283678,77.618892,78.830231,0.084129
7.663051,1061.000709,-52.408013,168.771072,2532.466787,-14.034008,45.779614,242.384022,247.068291,77.610352,78.825230,0.084179
7.675596,1064.040001,-52.584033,169.345240,2535.506079,-14.028784,45.759735,242.168727,246.853099,77.601815,78.820221,0.084224
7.688140,1067.076593,-52.759987,169.919159,2538.542671,-14.023567,45.739882,241.953622,246.638100,77.593257,78.815207,0.084270
7.699221,1069.756588,-52.915355,170.425898,2541.222666,-14.018963,45.722369,241.763777,246.448352,77.585692,78.810772,0.084328
7.710302,1072.434479,-53.070671,170.932443,2543.900557,-14.014365,45.704876,241.574080,246.258755,77.578117,78.806333,0.084375
7.721383,1075.110270,-53.225936,171.438794,2546.576348,-14.009771,45.687404,241.384530,246.069307,77.570534,78.801888,0.084425
7.732464,1077.783961,-53.381151,171.944951,2549.250039,-14.005181,45.669953,241.195128,245.880010,77.562942,78.797438,0.084475
7.743544,1080.455554,-53.536314,172.450916,2551.921632,-14.000597,45.652522,241.005872,245.690863,77.555341,78.792983,0.084525
7.761882,1084.872200,-53.792985,173.287818,2556.338278,-13.993020,45.623722,240.692994,245.378169,77.542745,78.785600,0.084727
7.780220,1089.283112,-54.049516,174.124193,2560.749190,-13.985458,45.594979,240.380516,245.065884,77.530142,78.778202,0.086007
7.798558,1093.688298,-54.305910,174.960041,2565.154376,-13.977909,45.566292,240.068437,244.754005,77.517513,78.770791,0.086702
7.816896,1098.087765,-54.562165,175.795363,2569.553843,-13.970374,45.537661,239.756756,244.442533,77.504868,78.763365,0.087480
7.835233,1102.481520,-54.818281,176.630161,2573.947598,-13.962847,45.509110,239.445467,244.131465,77.492204,78.755921,0.087798
7.853571,1106.869569,-55.074260,177.464438,2578.335648,-13.955309,45.480743,239.134551,243.820799,77.479571,78.748434,0.088193
7.862001,1108.884735,-55.191881,177.847760,2580.350813,-13.951835,45.467790,238.991750,243.678128,77.473861,78.744974,0.088155
7.870430,1110.898697,-55.309472,178.230973,2582.364775,-13.948358,45.454877,238.849027,243.535542,77.468298,78.741504,0.088195
7.878860,1112.911457,-55.427034,178.614077,2584.377535,-13.944877,45.442007,238.706381,243.393040,77.462910,78.738024,0.088248
7.887289,1114.923014,-55.544567,178.997073,2586.389092,-13.941395,45.429172,238.563814,243.250623,77.457731,78.734537,0.088313
7.895718,1116.933370,-55.662070,179.379961,2588.399448,-13.937911,45.416367,238.421327,243.108290,77.452779,78.731042,0.088380
7.899634,1117.866728,-55.716638,179.557767,2589.332806,-13.936293,45.410429,238.355172,243.042209,77.450560,78.729417,0.088351
7.903549,1118.799827,-55.771199,179.735550,2590.265905,-13.934675,45.404495,238.289034,242.976146,77.448394,78.727790,0.088291
7.907464,1119.732667,-55.825754,179.913310,2591.198745,-13.933057,45.398566,238.222915,242.910100,77.446282,78.726163,0.088228
7.911380,1120.665248,-55.880303,180.091047,2592.131326,-13.931440,45.392640,238.156812,242.844074,77.444223,78.724534,0.088162
7.922513,1123.315615,-56.035377,180.596312,2594.781693,-13.926843,45.375807,237.968949,242.656427,77.438657,78.719900,0.087896
7.933646,1125.963891,-56.190400,181.101390,2597.429969,-13.922252,45.358989,237.781232,242.468928,77.433515,78.715261,0.088645
7.944779,1128.610079,-56.345371,181.606280,2600.076157,-13.917669,45.342174,237.593662,242.281577,77.428734,78.710621,0.088675
7.955912,1131.254179,-56.500292,182.110984,2602.720257,-13.913096,45.325354,237.406242,242.094373,77.424267,78.705981,0.088682
7.967045,1133.896193,-56.655162,182.615500,2605.362271,-13.908534,45.308521,237.218972,241.907317,77.420044,78.701343,0.088686
7.986052,1138.401980,-56.919448,183.476406,2609.868058,-13.900773,45.279744,236.899603,241.588304,77.413182,78.693431,0.088880
8.005059,1142.901701,-57.183586,184.336764,2614.367779,-13.893048,45.250909,236.580675,241.269719,77.406425,78.685529,0.090334
8.024066,1147.395364,-57.447578,185.196574,2618.861442,-13.885359,45.222028,236.262184,240.951561,77.399365,78.677634,0.091232
8.043073,1151.882977,-57.711425,186.055835,2623.349055,-13.877701,45.193125,235.944123,240.633827,77.391716,78.669741,0.092228
8.062080,1156.364549,-57.975126,186.914546,2627.830628,-13.870068,45.164237,235.626485,240.316515,77.383285,78.661842,0.092927
8.081087,1160.840088,-58.238682,187.772709,2632.306166,-13.862452,45.135402,235.309259,239.999624,77.374019,78.653929,0.093621
